ID,Label,Therapist_Words_in_Transcript/Conversation_Per_Turn,Client_Words_in_Transcript/Conversation_Per_Turn,Ratio_of_Therapist_Client_Words_in_Transcript/Conversation_Per_Turn,Client_Questions_in_Transcript/Conversation_Per_Turn,Therapist_Questions_in_Transcript/Conversation_Per_Turn,Ratio_of_Client_Question/ Therapist_Questions_in_Transcript/Conversation_Per_Turn,Client_Turns_in_Transcript/Conversation,Therapist_Turns_in_Transcript/Conversation,Ratio_of_Client_Therapist_Turns_in_Transcript/Conversation,Average_Speaking_Time_of_Each_Speaker_in_Transcript/Conversation_Per_Turn,STD_Therapist_Words_in_Transcript/Conversation,Skew_Therapist_Words_in_Transcript/Conversation,Kurt_Therapist_Words_in_Transcript/Conversation,STD_Client_Words_in_Transcript/Conversation,Skew_Client_Words_in_Transcript/Conversation,Kurt_Client_Words_in_Transcript/Conversation,MODEL_A_Sem_All_Avg,MODEL_A_Sem_All_SD,MODEL_A_Sem_All_Skew,MODEL_A_Sem_All_Kurt,MODEL_A_Sem_Adj_Avg,MODEL_A_Sem_Adj_SD,MODEL_A_Sem_Adj_Skew,MODEL_A_Sem_Adj_Kurt,MODEL_B_Sem_All_Avg,MODEL_B_Sem_All_SD,MODEL_B_Sem_All_Skew,MODEL_B_Sem_All_Kurt,MODEL_B_Sem_Adj_Avg,MODEL_B_Sem_Adj_SD,MODEL_B_Sem_Adj_Skew,MODEL_B_Sem_Adj_Kurt,MODEL_C_Sem_All_Avg,MODEL_C_Sem_All_SD,MODEL_C_Sem_All_Skew,MODEL_C_Sem_All_Kurt,MODEL_C_Sem_Adj_Avg,MODEL_C_Sem_Adj_SD,MODEL_C_Sem_Adj_Skew,MODEL_C_Sem_Adj_Kurt,Overall_Sentiment_of_Client,Change_in_Client_Sentiment_in_Transcript/Conversation,Engagement
low_006,low,9.285714286,9.285714286,1,0,0.16,,7,7,2.571428571,8.661578947,5.122313465,-0.59566438,-0.857663183,4.820590756,-0.195115872,-0.703409702,0.321011201,0.178539805,0.30134918,-0.509173129,0.339040196,0.201533158,0.511188911,-0.415461718,0.729920737,0.078248069,0.024068469,-0.187021262,0.728754583,0.071292799,-0.021230929,-0.913721295,0.34103822,0.162423392,0.520781495,-0.273940074,0.364266276,0.141932369,1.141390205,0.514328702,1,7,0
low_007,low,19.08333333,3.583333333,5.325581395,0.041666667,0.458333333,0.090909091,12,12,1,5.280904762,23.16524958,2.413182627,6.485874302,5.367551216,3.044688053,9.809296603,0.291169652,0.197554494,1.016312142,0.648721884,0.212373835,0.136900705,1.021866183,0.627552647,0.713872302,0.073984457,0.303107696,0.274377841,0.698444146,0.057736044,0.235734556,-0.682801697,0.327893805,0.160845467,1.058259325,1.126382222,0.291110788,0.145469348,1.032191922,0.635940204,1,1,0
low_008,low,18.16666667,10.09090909,1.8003003,0.086956522,0.260869565,0.333333333,11,12,1.090909091,5.865947368,17.51276591,1.717939987,2.175572902,8.360078295,0.959376756,0.754381646,0.287671767,0.179789439,0.785809183,0.999719913,0.30209573,0.207896512,0.55516761,0.540652218,0.732929316,0.071569655,0.196539887,0.167824605,0.735419222,0.086571965,0.048488312,-0.668024735,0.353619199,0.150367754,0.842960991,1.174539437,0.361940124,0.177907449,0.602348089,-0.527758144,1,6,0
low_009,low,33.81818182,3.3,10.24793388,0,0.428571429,,10,11,1.1,5.002522388,33.69218955,1.407847369,1.012951331,3.301514804,1.614956951,2.49401806,0.310830691,0.214297092,0.751844823,0.197366966,0.233582381,0.179824598,0.60179091,-0.739216501,0.746853121,0.066247468,0.400804842,0.187203637,0.711482933,0.065560455,0.254626535,-0.683154392,0.41270184,0.175567522,0.701212948,0.055287528,0.311351662,0.109206683,0.662067127,0.407726008,1,3,0
low_010,low,21.72222222,4.466666667,4.86318408,0.060606061,0.060606061,1,15,18,1.2,,16.2582307,0.882376644,0.410833943,5.680375574,2.502405588,6.635693383,0.32472559,0.204845159,0.799121871,0.514617316,0.269824527,0.132814933,-0.300461612,-0.824126878,0.762238819,0.07178468,0.259311873,0.198197261,0.737208568,0.060472637,0.632422575,-0.012766016,0.406890356,0.20124502,0.640436954,-0.266773982,0.325621323,0.136155843,0.646420981,0.39048247,1,4,1
low_011,low,15.85,8.842105263,1.792559524,0.051282051,0.128205128,0.4,19,20,1.052631579,4.829367647,14.64411144,0.73407124,-0.910447037,10.69923755,2.010355591,4.337470352,0.296311405,0.193272607,0.664245556,0.839856783,0.266831146,0.176838659,0.076352096,1.085516444,0.735154391,0.068530849,0.256251863,0.228454601,0.715701618,0.072410143,-0.164456011,-0.78149728,0.341291532,0.177848598,0.894913113,0.660086108,0.274646668,0.143764237,0.700070202,0.458102686,1,10,1
low_012,low,20.25,19.38461538,1.044642857,0.28,0.28,1,13,12,0.923076923,,14.61086146,0.457673285,-0.550060337,19.3457078,1.788256531,4.040861652,0.28827604,0.145967934,0.395341749,0.342328424,0.274097916,0.143435913,-0.306063065,-1.172777383,0.757491844,0.065069002,-0.736923176,0.585798094,0.746265414,0.056162158,-0.506867408,-0.910112256,0.300027407,0.114766364,0.496202106,0.261012102,0.275324374,0.106425874,0.140359583,-0.754959458,1,6,0
low_013,low,33.25,34.625,0.960288809,0.3125,0.5625,0.555555556,8,8,1,5.189194444,26.488542,0.912870046,0.827510277,21.38048175,-1.033629472,-0.209772704,0.302195675,0.204795707,0.299176747,-1.006096404,0.347664846,0.187063432,-0.350929087,-0.421430785,0.767807973,0.071451372,-0.300790316,-0.836831226,0.770769107,0.068494744,-0.78357168,-0.69960697,0.261888574,0.147452264,0.85486424,0.935005559,0.304929888,0.128425373,-0.017016357,-1.083400268,1,4,1
low_014,low,55.66666667,9.625,5.783549784,0.058823529,0.588235294,0.1,8,9,1.125,4.76765,71.92704637,2.521767661,6.878733645,10.0133839,0.834555346,-0.839955995,0.270181426,0.200967948,0.810754968,0.519859111,0.226129234,0.187750032,-0.220798414,-1.010792449,0.750203066,0.071281191,0.560473997,0.072654521,0.732173108,0.060004061,0.99122442,0.1673122,0.298157856,0.179028121,0.794903017,0.933400302,0.236180815,0.142986968,0.744245975,-0.257443369,1,3,0
low_015,low,12.91666667,11.70833333,1.103202847,0.166666667,0.229166667,0.727272727,24,24,1,4.553666667,12.43038587,1.640047934,2.536012137,9.119873982,0.843755667,0.141805266,0.293361678,0.148783167,0.377322942,0.206589872,0.291741655,0.176152243,0.63042316,0.263062595,0.740853508,0.059665032,-0.180798011,-0.377313042,0.738658815,0.061378396,0.125227725,-0.000183717,0.333985791,0.124041098,0.477962512,0.083380672,0.317609264,0.138539796,0.642518383,0.404209579,1,16,1
low_016,low,38.14285714,9.5,4.015037594,0.285714286,0.5,0.571428571,14,14,1,6.299282353,48.19169597,2.524019163,6.909405693,9.990379988,1.229352195,0.383791134,0.266259863,0.176046011,0.866102943,1.18334648,0.244845828,0.111559135,-0.246772486,-1.113623334,0.726165094,0.068180714,0.30299158,0.007021238,0.702751383,0.062550447,0.116663947,-0.905707661,0.296926645,0.154980666,1.09440321,1.413798133,0.255362837,0.105738569,1.796400518,4.396337617,2,7,0
low_017,low,26,14.5625,1.785407725,0.060606061,0.454545455,0.133333333,16,17,1.0625,4.123931373,23.05157261,1.293108579,1.201613493,17.22002226,2.156872344,4.460598648,0.278723434,0.157001525,0.605055872,0.955372939,0.237756185,0.146004502,-0.323304725,0.4107067,0.72095823,0.062977225,0.031062608,0.388526996,0.713055165,0.080338559,-0.083807406,-0.032203657,0.29817291,0.130694466,0.880478272,1.78759849,0.28329138,0.123627438,1.081458391,0.799212528,1,8,0
low_018,low,75.875,17,4.463235294,0.142857143,1.428571429,0.1,6,8,1.333333333,5.034764706,155.8868065,2.77958371,7.793029203,10.48808848,0.725498352,-0.91646281,0.356659263,0.142997191,0.06269385,-0.332166104,0.411451631,0.147954724,-1.227632978,1.328646224,0.772331422,0.060446581,-0.695881505,0.342636294,0.798632484,0.060091397,-1.31054103,1.166075518,0.297569255,0.129405265,0.051868385,-0.361332225,0.317245443,0.134246444,0.129189396,-1.309709798,1,4,0
low_019,low,29.7,32,0.928125,0.210526316,0.263157895,0.8,9,10,1.111111111,4.19134127,20.24324304,0.009217898,-1.204894564,21.81742423,0.459343118,-0.708878825,0.330237281,0.178749641,0.454358993,-0.55563071,0.330599457,0.165528345,0.216227653,-1.079475947,0.763591283,0.077747819,0.15729945,-0.829973895,0.757507152,0.077802434,0.065037594,-0.786992812,0.375632146,0.20337107,0.198686553,-1.211270925,0.340659027,0.225415972,0.197865188,-1.596706793,2,5,1
low_020,low,15.45454545,12.96969697,1.191588785,0.196969697,0.136363636,1.444444444,33,33,1,5.013611111,14.57757462,1.323839359,0.803412819,14.30359406,1.512999749,1.524865279,0.249896693,0.167855129,0.664473475,0.645522008,0.253013773,0.157897864,0.631761222,0.314307347,0.720575178,0.068610882,-0.12696914,0.27241489,0.713942445,0.063766646,-0.258587582,0.773961473,0.332402579,0.145791834,0.41233191,0.075876997,0.302566499,0.124819077,0.656630154,0.402259108,1,11,0
low_021,low,14.83783784,11.69444444,1.268793734,0.246575342,0.109589041,2.25,36,37,1.027777778,5.355469231,15.5465493,2.527536814,8.908987289,12.9390206,1.707979378,2.688269739,0.291577284,0.180018123,0.582120883,0.440153986,0.27224282,0.155503982,0.139010941,0.398495453,0.742956516,0.061442562,0.039123987,0.180102569,0.720362103,0.058986184,-0.007816216,-0.398571583,0.349490801,0.142218632,0.818243596,1.050042184,0.295290939,0.112483817,0.708750878,0.848146486,1,11,1
low_022,low,38.7,41.55555556,0.931283422,0.421052632,0.526315789,0.8,9,10,1.111111111,4.832863946,44.07833935,1.333408952,0.395719692,45.35997991,1.95959299,4.498480217,0.283938568,0.212263056,0.852144328,0.353044564,0.334254038,0.24984391,0.714195655,-0.194062532,0.742901765,0.067310419,0.337744001,0.007386671,0.730060101,0.08355998,0.246236304,-0.581609446,0.317765304,0.128493397,0.753520546,0.481410504,0.322430595,0.132104465,0.658777915,0.514900125,1,5,1
low_024,low,45.30769231,24.41666667,1.855605146,0.44,0.48,0.916666667,12,13,1.083333333,4.65126506,34.15256119,1.313858321,2.034816761,28.72584624,1.651277498,2.240502521,0.29137593,0.20375678,0.567697549,-0.199669569,0.295737478,0.225589065,0.71345662,-0.224642137,0.752392668,0.068627047,0.169205218,-0.127652193,0.751099177,0.078092835,-0.843685472,-0.025521551,0.348141125,0.1495194,0.738903934,0.504372842,0.345644762,0.112126262,0.405190777,-0.644208288,1,7,0
low_025,low,37.25,39.58333333,0.941052632,0.458333333,0.25,1.833333333,12,12,1,4.993593583,26.15730386,0.382103532,-0.338275876,23.82686922,-0.107066697,-1.238007564,0.349086542,0.213170753,-0.005920662,-0.897210381,0.379655152,0.212634518,0.50842057,-0.732453692,0.769807189,0.072707458,-0.341017278,-0.734081129,0.776350636,0.064543541,-0.539744037,-0.947219948,0.319449956,0.133842568,0.414413781,-0.036424123,0.332798083,0.142434257,0.51516837,-0.474939804,1,4,1
low_026,low,23.67391304,16.93617021,1.397831549,0.311827957,0.247311828,1.260869565,47,46,0.978723404,3.957510345,29.69029347,1.300161685,0.487522906,29.83826275,4.123954804,19.82495652,0.314312412,0.207627268,0.859028045,0.536769826,0.303403805,0.176117728,0.31881034,-0.379661915,0.742271267,0.072887646,0.323793792,0.316852701,0.716989515,0.067787201,0.448890506,0.131607411,0.345269021,0.183385539,0.940658177,0.869603234,0.301863066,0.134223624,0.498832105,-0.043524776,1,26,1
low_027,low,24.76595745,13.23404255,1.871382637,0.053191489,0.361702128,0.147058824,47,47,1,4.748052265,28.29672954,1.851982526,2.687335884,13.60340873,1.978341653,5.85950173,0.262002163,0.190025526,0.91600057,1.20671074,0.249695452,0.181354581,0.160230348,-0.364646274,0.748642782,0.06789508,0.284457089,0.257869197,0.737915471,0.061774964,0.071078618,-0.662240934,0.35531443,0.155664929,0.863547327,1.147170212,0.361306471,0.141424195,0.110694844,-0.746606627,1,17,0
low_028,low,14,15.65,0.89456869,0.25,0.2,1.25,20,20,1,4.701923077,10.1307245,0.678987221,-0.736242101,18.28797419,2.17631413,4.872796641,0.272568305,0.171059242,0.730145983,0.6216264,0.300804044,0.158400548,0.130742569,-0.939529797,0.750093345,0.057646983,0.232893325,0.257373646,0.736165258,0.04954062,-0.613054769,-0.091736682,0.351949784,0.147957037,0.706832701,0.574875655,0.347618523,0.135168127,0.183877914,-0.51987794,1,13,1
low_029,low,13.37037037,17.37037037,0.769722814,0.425925926,0.388888889,1.095238095,27,27,1,3.733962121,11.82613842,0.943452295,-0.162798101,15.99554781,1.253438667,1.169724706,0.309478111,0.17487112,0.535867336,0.048366138,0.315317452,0.175847192,0.718540819,0.122849655,0.742744273,0.062488001,-0.245542379,-0.248630168,0.728927886,0.051212038,0.007444417,-0.803471039,0.337975458,0.127470807,0.37863792,-0.215972472,0.312873725,0.13013712,0.402376982,1.266839623,1,15,0
low_030,low,42.3,14.57894737,2.901444043,0.153846154,0.58974359,0.260869565,19,20,1.052631579,4.919419355,57.54000896,1.991522113,3.801780192,13.11197836,1.194431122,0.630525071,0.25416747,0.169622651,0.788356622,1.054249374,0.246696069,0.18847048,0.59442918,0.403936505,0.716954873,0.072212208,0.007965585,-0.181051539,0.723560203,0.06757321,0.910423489,1.414145563,0.285358351,0.149588504,0.528131341,-0.219450957,0.277332362,0.155943969,1.144983528,1.058994734,1,9,1
low_031,low,40.54901961,14.78431373,2.74270557,0.176470588,0.656862745,0.268656716,51,51,1,4.332240642,48.74394885,1.725523038,1.940666154,19.46310738,1.633406764,2.245087997,0.285356653,0.217159495,1.021473398,0.998213596,0.262916237,0.199701528,0.722712857,-0.048219926,0.725524757,0.074823722,0.500894022,0.898602171,0.710497778,0.07596917,0.401585177,-0.638438498,0.327049096,0.174989077,1.341875045,2.333594144,0.301903152,0.121916956,0.908667481,1.150546954,1,19,1
low_032,low,34.12121212,42.09090909,0.810655148,0.439393939,0.363636364,1.208333333,33,33,1,5.224785408,37.99733344,3.07365442,13.10284584,38.44262253,1.996425522,6.760974732,0.288561166,0.20317111,0.504669302,-0.086901697,0.340293846,0.205855894,-0.236219642,-0.469486962,0.748323548,0.071877653,-0.112472789,-0.427153974,0.762143688,0.085112521,-0.254742916,-1.154728825,0.293069518,0.155336698,0.599116342,0.649296864,0.343899647,0.157679715,0.023593318,-0.893085229,2,18,1
low_033,low,22.39534884,18.36363636,1.219548699,0.261363636,0.568181818,0.46,44,43,1,4.906983766,26.09975327,2.205366944,5.615253367,14.57313698,0.593547936,-0.610523406,0.240707198,0.173229919,0.496587488,0.20099243,0.319495673,0.171042463,0.481693926,0.343256472,0.733566373,0.069759006,0.002832012,0.030164828,0.754081209,0.074638597,-0.138431939,-0.598036074,0.290533462,0.137549964,0.803476571,1.00460175,0.368516389,0.145807378,0.601785231,0.205738384,2,16,1
low_034,low,25.57142857,16.28571429,1.570175439,0.24137931,0.586206897,0.411764706,14,14,1.071428571,4.916977528,19.41733676,0.596751327,-0.444247025,14.05718306,1.329139818,1.88301618,0.281880345,0.167530618,0.295240171,-0.517046981,0.364012616,0.177315449,-0.219262449,-0.995974799,0.754941963,0.06761759,-0.284592349,-0.192750124,0.763180086,0.072216652,-0.907316061,0.543283353,0.332852934,0.149424912,0.148662209,-0.451757767,0.377696208,0.146482655,-0.487138527,-0.150293986,1,7,0
low_035,low,80.5,14,5.75,0.076923077,0.923076923,0.083333333,6,6,1.166666667,4.76765,85.91332842,1.595743824,2.700181717,10.60188662,0.154071819,-1.862533403,0.289631088,0.211595503,0.932871973,0.331611608,0.303053447,0.156650094,-0.337562039,-1.314509638,0.757308693,0.062842308,0.395370074,-0.366360228,0.761398365,0.056355873,0.580001333,-0.588499752,0.258387567,0.163227772,0.466976159,-0.269840379,0.225396495,0.137542895,0.232276786,-0.830274406,1,3,0
low_036,low,10.83333333,16.91666667,0.640394089,0.08,0.36,0.222222222,12,12,1.083333333,,12.17921727,2.793653652,8.324995145,18.1931972,2.739409971,8.400664206,0.260576485,0.137715182,0.332050499,0.416285513,0.32432691,0.140891551,-0.501355573,1.363584756,0.719146814,0.07026376,0.142053878,0.266891649,0.733588621,0.06328489,0.497648873,-0.056682954,0.259098957,0.142381423,0.516308532,0.158912288,0.321057835,0.174454959,-0.080220732,-0.243476539,1,6,1
low_037,low,53.33333333,26.625,2.00312989,0.133333333,0.666666667,0.2,8,6,0.875,5.06975641,13.03329071,0.771361233,-1.241924285,17.61442185,-0.710408718,-1.316514962,0.341291877,0.216797514,-0.260026993,-1.071765114,0.353934461,0.210149118,-0.597835213,-0.825204029,0.779917161,0.060007213,-0.208957214,-0.770314019,0.796113891,0.060787811,-0.766040448,-0.528344248,0.277276876,0.164680579,0.461822209,-0.512962043,0.335259636,0.168169924,0.281019463,-0.349139744,1,6,0
low_038,low,22.22222222,19.77777778,1.123595506,0.526315789,0.526315789,1,9,9,1.111111111,,13.35830994,0.990978004,-0.555189571,11.82981168,0.995483741,1.075153013,0.283523713,0.148841036,0.052660729,-0.21150491,0.287023741,0.154503148,0.128771388,-0.496842828,0.761877316,0.058116597,-0.359919599,0.21105648,0.772229589,0.054305951,0.269035298,-0.412081294,0.293055709,0.159649964,0.222187295,-0.187054326,0.316660545,0.183589359,0.135140289,-1.144145154,1,9,1
low_039,low,22.3125,6,3.71875,0.09375,0.25,0.375,15,16,1.133333333,,30.51713999,3.09819223,10.70942377,7.050835817,1.754969996,2.391170463,0.31499639,0.19631607,0.814950801,0.440891317,0.307552144,0.161098839,0.382612495,1.267445163,0.75681067,0.06991009,0.139251134,-0.062996442,0.736828962,0.059882644,-0.156461911,-1.117271057,0.363423708,0.187853877,0.700542563,0.169298543,0.326387076,0.133157276,1.12329424,2.981588276,2,6,1
low_040,low,27.68421053,15.44736842,1.792163543,0.051948052,0.831168831,0.0625,38,38,1.026315789,4.748052265,32.28681035,2.059054413,3.702715734,14.39913167,1.796330387,4.460330964,0.259335219,0.175279881,0.757396457,0.999587943,0.262303672,0.182972684,0.138033113,-0.349239414,0.759700253,0.063529769,0.064732666,-0.108758916,0.756497229,0.058219414,-0.227820603,-0.558505196,0.331954792,0.147145556,0.716851536,0.850407848,0.362648436,0.146017991,0.104396491,-0.986032039,1,15,1
low_041,low,91,67,1.358208955,0.666666667,1.777777778,0.375,4,4,1.25,4.832863946,51.88448708,0.064035264,-3.685442972,57.24217559,1.05020417,2.114544096,0.500163877,0.275509675,0.086792543,-1.213837122,0.482843762,0.30125732,-0.15262418,-1.326275035,0.799816713,0.067022798,0.050653928,-1.140021357,0.803060099,0.082291527,-0.117075745,-1.592079074,0.375266401,0.169452723,0.190387452,-0.488845667,0.378480878,0.188451313,-0.290394297,-1.229491195,1,3,1
low_042,low,36.2,50.6,0.71541502,1.047619048,0.380952381,2.75,10,10,1.1,4.993593583,23.7571042,0.044583628,-1.401588613,20.46786099,0.495113365,-0.598092489,0.419561942,0.179599122,-0.184160585,-0.709763555,0.421627887,0.161555484,0.160865998,-0.702271319,0.799000329,0.060638354,-0.554352158,-0.488112848,0.798557609,0.060079461,-0.900811529,-0.349683899,0.350186769,0.131494739,0.177223495,-0.140362254,0.356824011,0.129879763,0.390657295,-0.725471554,1,7,1
low_043,low,66,5.5,12,0,0.833333333,,6,5,1,5.865947368,88.61151167,2.200196619,4.870486271,4.593473631,0.780006304,0.083780688,0.297353418,0.214645878,0.06581194,-0.943392967,0.262205607,0.181510508,0.320396526,-1.371117567,0.756706825,0.073331269,-0.296904394,-0.572494676,0.739244911,0.080834333,-0.620270456,-0.973271709,0.380817741,0.158498758,-0.07021993,-0.428704911,0.33348559,0.129532308,0.38660743,-1.026786301,1,5,0
low_044,low,36.32142857,29.33333333,1.238230519,0.303571429,0.803571429,0.377777778,27,28,1.074074074,6.172523636,39.86649347,3.912055355,17.64290153,35.07245248,2.055940275,4.749687754,0.272801908,0.179175603,0.477349529,0.015187968,0.318692068,0.208101279,0.170534295,0.10490072,0.763352761,0.061472058,-0.099349943,-0.417483763,0.780622403,0.069426294,-0.31849449,-0.619324798,0.317888985,0.139443256,0.42369888,0.191019958,0.397149854,0.167733415,0.108675167,-0.500806562,1,13,1
low_045,low,21.3125,13.4375,1.586046512,0.151515152,0.272727273,0.555555556,16,16,1.0625,5.041174713,26.51972536,2.119617767,4.344924014,12.12143418,1.243052071,1.421247392,0.2337656,0.161215402,0.907591985,1.495698524,0.294712324,0.180521678,0.886694744,-0.062726388,0.737399245,0.063846187,0.100775187,0.107870131,0.743779797,0.061599591,-0.067866278,0.291134234,0.315490944,0.155873234,0.619028574,0.388380142,0.314990976,0.153348453,0.272896887,0.247502082,1,13,0
low_046,low,35.33333333,19.33333333,1.827586207,0.142857143,0.714285714,0.2,3,3,1.333333333,3.511148148,15.17673658,-0.766272931,,8.020806277,-0.371443282,,0.360535563,0.18389605,-0.36781717,-0.523712012,0.315230187,0.178753664,-1.316485122,0.25698494,0.780438242,0.037083731,0.006928961,-0.698657274,0.772172719,0.035312721,-0.211729679,-1.384369729,0.274847484,0.109154146,0.509536374,0.423744822,0.264228188,0.050080621,0.206623398,-1.114579927,1,1,0
low_047,low,31.7,13.45454545,2.356081081,0.272727273,0.318181818,0.857142857,11,10,1,4.829367647,26.05570955,0.530834562,-1.053283964,13.22394522,0.770345785,-0.836297846,0.301119962,0.17832928,0.522317198,0.631106685,0.315070819,0.13473467,-0.469565729,-0.000338734,0.759708628,0.059631263,0.184134345,0.22023679,0.759791193,0.043068839,-0.057492232,-1.12760988,0.293510365,0.143263096,0.948024561,1.969259184,0.281145007,0.114739424,-0.384090366,-0.95424407,1,8,0
low_048,low,32.85714286,13.42857143,2.446808511,0.266666667,0.6,0.444444444,7,7,1.142857143,5.280904762,24.18972627,1.364508209,1.45124917,7.742892286,0.875598698,-0.643065307,0.26405926,0.146357508,0.445441054,-0.44086673,0.310420516,0.163850402,0.041087579,-0.738192515,0.761948927,0.057107487,0.35866742,-0.127871812,0.785043955,0.059803625,-0.27006453,-1.252860779,0.330628743,0.151883722,0.815328264,0.526671472,0.38053328,0.164869564,0.713708526,-0.399449825,1,6,1
low_049,low,16.5,33.25,0.496240602,0.333333333,0.444444444,0.75,4,4,1.25,5.218826087,19.77371993,1.934935343,3.791406388,22.08128921,1.865165891,3.581536604,0.261956159,0.140184335,0.319522286,-0.890160609,0.268277561,0.18276586,0.488300487,-1.006996853,0.766454341,0.062106226,0.221530353,-0.150742806,0.755590454,0.051575559,-0.277926989,-1.022012029,0.309804892,0.115882949,0.923587698,1.006680123,0.294449836,0.068548395,0.106796857,-0.462906779,1,5,1
low_050,low,47.4,10.4,4.557692308,0.090909091,1.363636364,0.066666667,5,5,1.2,4.925113208,26.94995362,2.099142844,4.496089366,11.54556192,1.700169077,3.144355106,0.281054994,0.204421494,0.333807205,-0.621505186,0.25954456,0.163900517,0.318805365,-1.459925495,0.766708151,0.066553861,-0.009190405,-0.562152195,0.763534373,0.050770513,-0.384555643,-1.265409531,0.320895901,0.18502473,0.714937562,-0.178938466,0.278371334,0.167134089,1.424541644,1.206126364,1,2,1
low_051,low,31.30769231,31.92857143,0.980554121,0.464285714,0.607142857,0.764705882,14,13,1,,15.25005254,-0.358840164,-0.016065503,22.44468169,0.604033653,-0.78417067,0.29573181,0.159972437,0.143158059,-0.491825796,0.327188668,0.163557821,-0.106705082,0.020504628,0.769387606,0.055750474,-0.365866634,0.012986647,0.766066752,0.066875704,-0.647495974,-0.268409665,0.268606208,0.145421581,0.341222971,-0.17426659,0.306823293,0.16872844,-0.225537736,-0.400337025,1,8,1
low_052,low,18.5,14.7,1.258503401,0.285714286,0.333333333,0.857142857,10,10,1.1,,8.409650541,0.139414513,-1.586970674,7.58727004,1.427626692,2.136479286,0.279650811,0.150376313,0.488416962,0.062452886,0.373641967,0.16644863,0.110823019,-0.204751872,0.758902555,0.069256569,-0.559178803,0.42461145,0.781236911,0.063985863,-1.110303752,1.210119544,0.351978686,0.170957746,0.345329236,-0.5333905,0.392988203,0.165473277,0.186334959,-1.244234133,1,5,1
low_053,low,81.2,25,3.248,0.333333333,1.083333333,0.307692308,6,5,1,4.19474359,25.36138797,-0.490748022,-2.975463459,24.92388413,1.01772836,-0.463771178,0.309926677,0.271825685,0.538560791,-1.01978569,0.331632853,0.226892849,0.512996059,-1.068753023,0.773290699,0.089598928,-0.037753238,-1.318715887,0.804706351,0.066233383,-0.57284218,-1.071890696,0.301364513,0.197898345,0.360026406,-0.976238218,0.428602962,0.150531162,-0.557270467,-0.935945546,1,4,0
low_054,low,85.20833333,28.17391304,3.024369856,0.541666667,1.625,0.333333333,23,24,1.086956522,4.332240642,73.82410303,1.927516263,5.035313149,19.71767129,0.195324909,-1.407575196,0.38538215,0.220188639,0.48287752,-0.519006098,0.363701041,0.203201769,0.082042674,-1.250345235,0.777209461,0.050506093,-0.250142398,0.059816818,0.778816303,0.063189461,-0.271858358,-0.870347066,0.2976536,0.124305815,0.401929412,0.157031916,0.329716455,0.137704624,0.614407111,0.033127254,1,12,1
low_055,low,42,13.5,3.111111111,0.25,1.0625,0.235294118,8,7,1,5.91175,22.65686062,-0.598614587,-0.039577332,8.783100657,0.123975454,-1.77082716,0.295067065,0.192704939,0.378964266,-0.70415872,0.1905601,0.142062975,0.536215834,-0.247794683,0.794006307,0.057211733,-0.308594938,-0.753782238,0.770600053,0.065443916,-0.003638263,-1.46452669,0.34054362,0.158056933,0.319699674,-0.679080693,0.284671196,0.134443148,0.572025129,-1.096451667,2,4,1
low_056,low,41.5,16.3,2.54601227,0.238095238,1.047619048,0.227272727,10,10,1.1,4.624380952,32.9587284,2.179059503,5.886818128,12.71962613,0.952041179,-0.016411536,0.268338219,0.181762121,0.625548772,-0.09533484,0.340646996,0.189987561,0.316480408,-0.910340719,0.759466588,0.066059866,0.020992123,-0.794163762,0.774463013,0.051739657,-0.066677021,-1.386710584,0.356652012,0.16310292,0.293168474,-0.739518996,0.409932274,0.139206544,-0.474052254,-0.636096206,1,6,1
low_057,low,37.14285714,12.875,2.884882108,0.125,0.875,0.142857143,8,7,1,4.648253968,20.09501241,-1.073805597,0.361902601,15.5419938,1.274150474,0.082717491,0.240690749,0.208337421,0.526887652,-0.46356468,0.240288361,0.206302437,0.189292789,-0.79701699,0.728326677,0.068003013,0.077061555,-0.814988439,0.743640296,0.059090678,-0.545156183,-0.745798241,0.302960073,0.156147034,0.697944638,0.071278709,0.330504884,0.112226599,0.115468272,-0.97424187,1,3,0
low_058,low,28.875,4.5,6.416666667,0.117647059,0.411764706,0.285714286,8,8,1.125,5.360722222,23.87130675,0.530070426,-1.343797345,3.927922024,0.707187607,-1.026234568,0.264938063,0.220934721,0.439450028,-0.358487246,0.173410913,0.191639859,-0.075803753,-1.323637752,0.745038737,0.069759272,-0.003293334,-0.633672479,0.714648787,0.058770698,0.087423007,-1.426946584,0.295125925,0.197724295,0.870804552,-0.02946416,0.229873301,0.161837056,1.199905837,0.033349702,1,1,0
low_059,low,44.54545455,34.54545455,1.289473684,0.47826087,1,0.47826087,11,11,1.090909091,3.782230159,24.32432378,-0.447680159,-0.381001498,30.90425096,1.290645248,1.476836122,0.29197191,0.202484018,0.260033554,-0.475225558,0.339164844,0.174442157,0.335024929,-1.046505466,0.749045162,0.081739319,-0.313260354,-0.278831696,0.768872331,0.067425124,-1.14853759,1.666622207,0.262339315,0.15882889,0.734907694,0.215437984,0.320851501,0.141630358,-0.043306614,-1.186562625,1,9,1
low_060,low,91,35,2.6,,2.666666667,,1,1,2,7.9633,,,,,,,0.582972984,0.169781834,0.704002462,-1.5,0.484997243,0.00750117,,-2,0.845561524,0.035569181,-0.545321928,-1.5,0.831509143,0.036681287,,-2,0.574305395,0.088287221,-0.018974647,-1.5,0.530391544,0.063393286,,-2,1,2,1
